Symbol,US Trading Venue,Trading Date,OTC Tier,Caveat Emptor,Security Type,Security Class,Security Name,Country of Domicile,Company Name
RJDG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RJD GREEN INC,USA,RJD Green Inc.
RJSD,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RJS DEVELOPMENT INC,China,"RJS Development, Inc."
RKAGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RHOEN KLINIKUM UNSP/ADR,Germany,Rhoen Klinikum AG
RKLIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RENTOKIL INITIAL 2005 ORD,United Kingdom,Rentokil Initial Plc
RKMSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROKMASTER RESOURCES CORP,Canada,Rokmaster Resources Corp.
RKNEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,REDKNEE SOLUTIONS VTG ORD,Canada,Redknee Solutions Inc.
RKOS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ARKOSE ENERGY CORP,USA,Arkose Energy Corp.
RKTE,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,REFLECTKOTE INC,USA,"Reflectkote, Inc."
RKUNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RAKUTEN INC,Japan,Rakuten Inc.
RKUNY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RAKUTEN INC S/ADR,Japan,Rakuten Inc.
RLAB,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,REAL AMER CAP CORP,USA,Real American Capital Corp.
RLBD,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,REAL BRANDS INC,USA,"Real Brands, Inc."
RLBS,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RELIANCE BANCSHARES INC,USA,"Reliance Bancshares, Inc."
RLBY,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RELIABILITY INC,USA,Reliability Inc.
RLGMF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,WEST RED LAKE GOLD MNS,Canada,West Red Lake Gold Mines Inc.
RLHCY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RECALL HLDGS LTD UNSP/ADR,,Recall Holdings Ltd
RLIA,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,RELIABRAND INC,Canada,"ReliaBrand, Inc."
RLLT,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RELIANT SVC INC,USA,Reliant Svc Inc
RLMD,OTC Link,04/01/2018,OTCQB,N,Common Stock,,RELMADA THERAPEUTICS,USA,"Relmada Therapeutics, Inc."
RLNIY,OTC Link,04/01/2018,OTC Pink Current,N,Global Depository Receipts,,RELIANCE INDUS GDR 144A,India,Reliance Industries Ltd.
RLTR,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,REELTIME RENTALS INC,USA,"Reeltime Rentals, Inc."
RLXXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RELX PLC ORD,United Kingdom,RELX PLC
RMCP,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,REVOLUTIONS MEDICAL CORP,USA,Revolutions Medical Corp.
RMDM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RMD ENTMT GROUP,Malaysia,RMD Entertainment Group
RMES,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RED METAL RES LTD NEW,Canada,Red Metal Resources Ltd.
RMGGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RESOLUTE MINING LTD,Australia,Resolute Mining Ltd.
RMGGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RESOLUTE MINING S/ADR,Australia,Resolute Mining Ltd.
RMGOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,REMGRO LTD ORD,South Africa,Remgro Ltd.
RMHB,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ROCKY MTN HIGH BRAND INC,USA,"Rocky Mountain High Brands, Inc."
RMIOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROMIOS GOLD RES INC,Canada,Romios Gold Resources Inc.
RMLFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RUSORO MINING LTD ORD,Canada,Rusoro Mining Ltd.
RMLRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RAMELIUS RES LTD ORD,Australia,Ramelius Resources Ltd.
RMLS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ROMULUS CORP,Czech Republic,Romulus Corp.
RMRI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RMR INDUSTRIALS CL B,USA,"RMR Industrials, Inc."
RMRK,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RIMROCK GOLD CORP,USA,Rimrock Gold Corp.
RMSL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,REMSLEEP HOLDINGS INC,USA,"RemSleep Holdings, Inc."
RMSYF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RAMSAY HEALTH CARE LTD,Australia,Ramsay Health Care Ltd.
RMTD,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,REMOTE DYNAMICS INC,USA,"Remote Dynamics, Inc."
RMYHY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RAMSAY HEALTH CAR UNS/ADR,Australia,Ramsay Health Care Ltd.
RNDXF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,RANGOLD & EXPL ORD,South Africa,Randgold & Exploration Company Limited
RNECF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RENESAS ELECTRONICS CORP,Japan,Renesas Electronics Corp
RNECY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RENESAS ELECTRON UNSP/ADR,Japan,Renesas Electronics Corp
RNFTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROSNEFT OIL COMPANY OJSC,Russia,Rosneft Oil Company OJSC
RNFU,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RONGFU AQUACULTURE INC,China,"Rongfu Aquaculture, Inc."
RNGC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RANGER GOLD CORP,USA,Ranger Gold Corp.
RNGG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RENO GOLD CORP,Canada,Reno Gold Corp.
RNGTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,NORTH AMER POTASH DEV ORD,Canada,"North American Potash Developments, Inc."
RNHEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RENHE COMMERICAL HLDG ORD,China,Renhe Commerical Holdings Company Limited
RNKLF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,ROYAL NICKEL CORP ORD,Canada,Royal Nickel Corp.
RNLSY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RENAULT SA UNSP/ADR,France,Renault SA
RNMBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RHEINMETALL BERLIN ORD,Germany,Rheinmetall AG
RNMBY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RHEINMETALL AG UNSP/ADR,Germany,Rheinmetall AG
RNRTY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,REUNERT LTD UNSP/ADR,South Africa,Reunert Ltd.
RNSDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RENAULT ORD PAR,France,Renault SA
RNSFF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,RENAISSANCE OIL CORP ORD,Canada,Renaissance Oil Corp.
RNSHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RENISHAW PLC,United Kingdom,Renishaw Plc
RNUGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RENEURON GROUP PLC ORD,United Kingdom,Reneuron Group Plc.
RNVA,OTC Link,04/01/2018,OTCQB,N,Common Stock,,RENNOVA HEALTH INC,USA,"Rennova Health, Inc."
RNVT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RENOVATE NEIGHBORHOODS,USA,"Renovate Neighborhoods, Inc."
RNWEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,REC SILICON ASA ORD,Norway,REC SILICON ASA
RNWEY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,REC SILICON ASA UNSP/ADR,Norway,REC SILICON ASA
RNWF,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,RENEWAL FUELS INC,USA,"Renewal Fuels, Inc."
RNWR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,808 RENEWABLE ENERGY CORP,USA,808 Renewable Energy Corp.
ROBK,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ROTATE BLACK INC,USA,"Rotate Black, Inc."
ROBOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROBO GROUP TEK LTD,Israel,RoboGroup T.E.K. Ltd.
ROCAF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,ROCA MINES INC,Canada,Roca Mines Inc.
ROCLF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,ROYAL OLYMPIC CRUISE LINE,Greece,"Royal Olympic Cruise Lines, Inc."
RODN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,AVICENNA GLOBAL CORP,USA,Avicenna Global Corp.
ROFO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ROCKFORD CORP,USA,Rockford Corp.
ROGI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RADIANT OIL & GAS INC,USA,"Radiant Oil & Gas, Inc."
ROHCY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ROHM CO LTD UNSP/ADR,Japan,Rohm Co. Ltd.
ROII,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ROI LAND INVESTMENTS LTD,Canada,ROI Land Investments Ltd.
ROIUF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,ROUTE1 INC,Canada,Route1 Inc.
ROKR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ROKWADER INC,USA,"Rokwader, Inc."
ROSX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ROSS INDUS INC VA,USA,"Ross Industries, Inc."
ROSYY,OTC Link,04/01/2018,OTCQX International Premier,N,American Depository Receipts,,PJSC ROSTELECOM S/ADR,Russia,PJSC Rostelecom
ROTH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,PHARMAROTH LABS INC,USA,"PharmaRoth Labs, Inc."
ROXIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,CASPIAN SUNRISE PLC ORD,,Caspian Sunrise PLC
ROYE,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ROYAL ENERGY RES INC,USA,"Royal Energy Resources, Inc."
ROYL,OTC Link,04/01/2018,OTCQB,N,Common Stock,,ROYALE ENERGY INC,USA,"Royale Energy, Inc."
ROYMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROYAL MAIL PLC ORD,United Kingdom,Royal Mail Plc
ROYMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ROYAL MAIL PLC UNSP/ADR,United Kingdom,Royal Mail Plc
RPBC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,REDPOINT BIO CORP,USA,Redpoint Bio Corp.
RPCGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RPC GROUP PLC ORD,,RPC Group Plc
RPDT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RAPIDTRON INC,USA,"Rapidtron, Inc."
RPGLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,REGENT PACIFIC GRP NEW,China,Regent Pacific Group Ltd.
RPGRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,REA GROUP LTD ORD,Australia,REA Group Ltd
RPMGF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,RYE PATCH GOLD CORP,Canada,Rye Patch Gold Corp.
RPMT,OTC Link,04/01/2018,OTCQB,N,Common Stock,,REGO PAYMENT ARCHITECTURE,USA,"Rego Payment Architectures, Inc."
RPSGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RPS GROUP PLC,,RPS Group Plc.
RQHTF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,RELIQ HEALTH TECHS INC,Canada,Reliq Health Technologies Inc.
RRETY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ROBINSONS RTL HLG UNS/ADR,Philippines,Robinsons Retail Holdings Inc.
RRIF,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RAINFOREST RESOURCES INC,USA,Rainforest Resources Inc.
RRRI,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,ROCK RIDGE RESOURCES INC,USA,"Rock Ridge Resources, Inc."
RRRO,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,RIVERRUN RESOURCES INC,Brazil,"RiverRun Resources, Inc."
RRRT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,R-THREE TECHNOLOGIES INC,Canada,"R-Three Technologies, Inc."
RRSSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,NEOMETALS LTD ORD,Australia,Neometals Ltd.
RSAIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RSA INS GRP PLC ORD,United Kingdom,RSA Insurance Group PLC
RSAM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RISING SUN BNCRP MARYLAND,USA,Rising Sun Bancorp
RSASF,OTC Link,04/01/2018,OTCQX International,N,Ordinary Shares,,RESAAS SERVICES INC ORD,Canada,"RESAAS Services, Inc."
RSAU,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,ROOSHINE INC,USA,Rooshine Inc.
RSCF,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,REFLECT SCIENTIFIC INC,USA,"Reflect Scientific, Inc."
RSDNF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,RESOURCES DIANOR INC,Canada,Resources Dianor Inc.
RSERF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RESERVOIR CAP CORP NEW,Canada,Reservoir Cap Corp.
RSHN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RUSHNET INC,USA,"RushNet, Inc."
RSHYY,OTC Link,04/01/2018,OTCQX International Premier,N,American Depository Receipts,,RUSHYDRO PJSC S/ADR,Russia,RusHydro PJSC
RSII,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RISING INDIA INC,USA,Rising India Inc.
RSKIA,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,A,RISK (GEORGE) INDUS INC A,USA,"Risk (GEORGE) Industries, Inc."
RSLBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RAYSEARCH LABS AB ORD,,Raysearch Laboratories AB
RSMDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RESMED INC ORD,USA,Resmed Inc.
RSNAY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RSA INS GRP PLC S/ADR,United Kingdom,RSA Insurance Group PLC
RSNHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RESONA HOLDINGS INC,Japan,"Resona Holdings, Inc."
RSPI,OTC Link,04/01/2018,OTCQB,N,Common Stock,,RESPIRERX PHARMA INC,USA,RespireRx Pharmaceuticals Inc.
RSRBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RESOURCES ROBEX INC,Canada,Ressources Robex Inc
RSRT,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,REALSOURCE RSDNTL INC,USA,"RealSource Residential, Inc."
RSRV,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RESERVE PETROLEUM CO,USA,Reserve Petroleum Company (The)
RSSFF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,AFFINOR GROWERS INC,Canada,"Affinor Growers, Inc."
RSSS,OTC Link,04/01/2018,OTCQB,N,Common Stock,,RESEARCH SOLUTIONS INC,USA,"Research Solutions, Inc."
RSSV,OTC Link,04/01/2018,OTCQB,N,Common Stock,,RESORT SAVERS INC,China,"Resort Savers, Inc."
RSTAY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RIB SOFTWARE SE UNSP/ADR,Germany,RIB Software SE
RTAS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,REDTONE ASIA INC,China,"REDtone Asia, Inc."
RTBBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RATHBONE BROS PLC ORD,,Rathbone Bros. PLC
RTBC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ROTOBLOCK CORP NEW,USA,Rotoblock Corp.
RTBRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RESTAURANT BRANDS NZ LTD,New Zealand,Restaurant Brands NZ Ltd.
RTERF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROTTNEROS AB ORD,,Rottneros AB
RTKHQ,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RENTECH INC,USA,"Rentech, Inc."
RTMAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,REITMANS CANADA LTD A,Canada,Reitmans (Canada) Limited
RTMFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RT MINERALS CORP ORD,Canada,RT Minerals Corp.
RTMVF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RIGHTMOVE PLC ORD,United Kingdom,Rightmove Plc
RTMVY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RIGHTMOVE PLC UNSP/ADR,United Kingdom,Rightmove Plc
RTNB,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,ROOT9B HOLDINGS INC,USA,"root9B Holdings, Inc."
RTNTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RIO TINTO LTD AUD2 ORD,United Kingdom,Rio Tinto Ltd.
RTOKY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RENTOKIL INITL PLC S/ADR,United Kingdom,Rentokil Initial Plc
RTON,OTC Link,04/01/2018,OTCQB,N,Common Stock,,RIGHT ON BRANDS INC,USA,"Right On Brands, Inc."
RTOXY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ROTORK PLC UNSP/ADR,United Kingdom,Rotork PLC
RTPPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RIO TINTO PLC ORD,United Kingdom,Rio Tinto plc
RTSO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RTS OIL HOLDINGS INC,USA,"RTS Oil Holdings, Inc."
RTTNY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ROTTNEROS AB UNSP/ADR,,Rottneros AB
RTTO,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RITO GROUP CORP,Hong Kong,Rito Group Corp.
RUBNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RUBICON LTD NEW ZEALAND,New Zealand,Rubicon Ltd.
RUBSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RUBIS ORD,,RUBIS
RUEXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RUENTEX DEVELOPMENT CO LT,,Ruentex Development Co Ltd.
RUSMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RUSSEL METALS INC,Canada,Russel Metals Inc.
RVBR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,MARKRAY CORP,USA,Markray Corp.
RVCB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RIVER VY CMNTY BANCORP,USA,River Valley Community Bancorp
RVDO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RIVERDALE OIL & GAS CORP,USA,Riverdale Oil & Gas Corp.
RVLTF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,REVOLUTION TECHS INC ORD,Canada,"Revolution Technologies, Inc."
RVRF,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,RIVER FINANCIAL CORP,USA,River Financial Corp.
RVTI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RIVAL TECHNOLOGIES INC,USA,"Rival Technologies, Inc."
RVVTF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,REVIVE THERAPEUTICS LTD,Canada,Revive Therapeutics Ltd.
RVXCF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RESVERLOGIX CORP,Canada,Resverlogix Corp.
RWCB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,REDWOOD CAPITAL BNCRP(CA),USA,Redwood Capital Bancorp (CA)
RWCI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RWC INC,USA,"RWC, Inc."
RWEOY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RWE AG ORD S/ADR,Germany,RWE AG
RWFC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,RENEWABLE FUEL CORP,USA,Renewable Fuel Corp
RWMI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,REGALWORKS MEDIA INC,USA,"RegalWorks Media, Inc"
RWWI,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,RAND WORLDWIDE INC,USA,"Rand Worldwide, Inc."
RXEEY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,REXEL SA UNSP/ADR,France,Rexel SA
RXLSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,REXEL SA ORD,France,Rexel SA
RXMD,OTC Link,04/01/2018,OTCQB,N,Common Stock,,PROGRESSIVE CARE INC,USA,"Progressive Care, Inc."
RXNRP,OTC Link,04/01/2018,OTC Pink Current,N,Other Security Type,,REX ENERGY CORP D/S,USA,Rex Energy Corp.
RYAOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RYANAIR HLDGS PLC ORD NEW,Ireland,Ryanair Holdings Plc
RYBIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RYOBI LTD,Japan,Ryobi Ltd.
RYCEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROLLS ROYCE HLDG PLC ORD,United Kingdom,Rolls Royce Holdings plc
RYCEY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,ROLLS ROYCE HLDGS S/ADR,United Kingdom,Rolls Royce Holdings plc
RYDAF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROYAL DUTCH SHELL PLC A,The Netherlands,Royal Dutch Shell Plc
RYDBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROYAL DUTCH SHELL PLC B,The Netherlands,Royal Dutch Shell Plc
RYES,OTC Link,04/01/2018,OTCQB,N,Common Stock,,RISE GOLD CORP,Canada,Rise Gold Corp.
RYFL,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,ROYAL FINANCIAL INC,USA,"Royal Financial, Inc."
RYHTY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RYMAN HEALTHCARE UNSP/ADR,New Zealand,Ryman Healthcare Ltd.
RYKKY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RYOHIN KEIKAKU UNSP/ADR,Japan,Ryohin Keikaku Co. Ltd.
RYLPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROYAL PHILLIPS NV ORD,,Royal Phillips NV
RYMM,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,ROYAL MINES & MNRLS CORP,USA,Royal Mines & Minerals Corp.
RYSMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROYAL STANDARD MINERALS,Canada,Royal Standard Minerals Inc.
RYTTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,ROYALTY NORTH PART ORD,Canada,Royalty North Partners Ltd
RZLT,OTC Link,04/01/2018,OTCQB,N,Common Stock,,REZOLUTE INC,USA,"Rezolute, Inc."
RZPK,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,EM ENERGY INC,USA,"EM Energy, Inc."
RZSMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,RIZZOLI C/D SERA MED ORD,Italy,Rizzoli Corriere della Sera Mediagroup SPA AZ
RZZN,OTC Link,04/01/2018,OTCQB,N,Common Stock,,RIZZEN INC,China,Rizzen Inc
RZZRY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,RAZER INC,,Razer Inc.
SAABF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SAAB AB ORD B,,Saab AB
SAAFY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SARAS RAFFINERIE UNSP/ADR,Italy,Saras Raffinerie Sarde Spa
SAAX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,NOUVEAU VENTURES INC.,USA,Nouveau Ventures Inc.
SABB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SANTA ANA BUSINESS BK CA,USA,Santa Ana Business Bank (CA)
SABK,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,SOUTH ATLANTIC BANCSHARES,USA,"South Atlantic Bancshares, Inc."
SADL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SADLIER WILLIAM H INC,USA,"Sadlier (WILLIAM H.), Inc."
SAEC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,STARLIGHT ENERGY CORP,USA,Starlight Energy Corp.
SAFLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SAFILO GRP SPA ORD,Italy,Safilo Group Spa
SAFLY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SAFILO GRP SPA ADR,Italy,Safilo Group Spa
SAFO,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,SAVE FOODS INC,USA,"Save Foods, Inc."
SAFRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SAFRAN SA ORD,France,Safran SA
SAFRY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SAFRAN SA UNSPON/ ADR,France,Safran SA
SAFS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SAFER SHOT INC,USA,"Safer Shot, Inc."
SAGA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SAGA ENERGY INC,USA,"Saga Energy, Inc."
SAGD,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SOUTH AMERICAN GOLD CORP,USA,South American Gold Corp.
SAGKF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,STAGECOACH GROUP PLC ORD,United Kingdom,Stagecoach Group Plc
SAHN,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SAUDI AMERICAN HLDGS CORP,USA,Saudi American Holdings Corp.
SAKH,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SAKHA ENTERPRISES CORP,Canada,Sakha Enterprises Corp.
SAKL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SACK LUNCH PRODUCTIONS,USA,"Sack Lunch Productions, Inc."
